,Accident_code,Vehicle_type,Brand,Color,Years_license
18026,2018S000912    ,Bike,YAMAHA,Black,1.0
18027,2018S000912    ,Bike,HONDA,Black,4.0
18028,2018S002448    ,Bike,YAMAHA,Black,9.0
18030,2018S003351    ,Bike,HONDA,Black,17.0
18034,2018S001042    ,Bike,HONDA,White,5.0
18035,2018S008414    ,Bike,YAMAHA,Grey,30.0
18036,2018S008414    ,Bike,YAMAHA,Black,4.0
18039,2018S001153    ,Bike,SYM,Grey,10.0
18040,2018S001153    ,Car,MERCEDES,Black,1.0
18041,2018S007470    ,Bike,KYMCO,Red,3.0
18042,2018S007470    ,Bike,HONDA,Grey,28.0
18045,2018S001713    ,Bike,PIAGGIO,White,11.0
18046,2018S001713    ,Car,CITROEN,Grey,3.0
18048,2018S003064    ,Car,FORD,Grey,30.0
18053,2018S009348    ,Bike,HONDA,Black,18.0
18054,2018S009399    ,Car,SEAT,Blue,9.0
18055,2018S008211    ,Car,PEUGEOT,Black,23.0
18056,2018S008211    ,Car,PORSCHE,Red,7.0
18057,2018S006307    ,Bike,KTM,Orange,4.0
18059,2018S005378    ,Bike,KAWASAKI,Black,1.0
18060,2018S005378    ,Car,FORD,Green,26.0
18066,2018S007250    ,Bike,KYMCO,Grey,8.0
18067,2018S007250    ,Car,SMART,Black,34.0
18068,2018S001943    ,Bike,HONDA,White,5.0
18069,2018S001943    ,Car,PEUGEOT,Grey,4.0
18071,2018S000338    ,Car,KIA,Green,16.0
18072,2018S008189    ,Bike,HONDA,White,8.0
18073,2018S008189    ,Car,MERCEDES,White,27.0
18075,2018S002186    ,Car,VOLKSWAGEN,Red,15.0
18076,2018S000305    ,Bike,SUZUKI,Blue,15.0
18077,2018S000305    ,Car,VOLKSWAGEN,White,7.0
18078,2018S002993    ,Bike,HONDA,White,9.0
18079,2018S002993    ,Car,MAZDA,White,9.0
18081,2018S001116    ,Bike,SUZUKI,Grey,23.0
18083,2018S004108    ,Car,BMW,Grey,3.0
18084,2018S004001    ,Bike,BMW,White,2.0
18087,2018S004956    ,Car,PEUGEOT,Black,34.0
18089,2018S001843    ,Bike,HONDA,White,9.0
18090,2018S007929    ,Car,FORD,White,6.0
18091,2018S007929    ,Car,NISSAN,White,23.0
18092,2018S001489    ,Bike,VESPA,Red,36.0
18093,2018S000586    ,Bike,KYMCO,Black,7.0
18096,2018S002354    ,Car,KIA,Black,11.0
18098,2018S001014    ,Bike,HONDA,Black,15.0
18100,2018S002912    ,Bike,HONDA,Red,1.0
18102,2018S002398    ,Bike,YAMAHA,White,16.0
18103,2018S002398    ,Bike,HONDA,Grey,10.0
18105,2018S003350    ,Bike,BMW,White,11.0
18106,2018S004071    ,Bike,HONDA,Black,12.0
18107,2018S007807    ,Bike,SUZUKI,Blue,3.0
18108,2018S007807    ,Car,FIAT,Grey,28.0
18109,2018S000539    ,Bike,KYMCO,Black,9.0
18112,2018S004954    ,Bike,SUZUKI,Black,23.0
18113,2018S000013    ,Bike,PIAGGIO,White,2.0
18114,2018S000013    ,Car,VOLVO,Black,15.0
18115,2018S009226    ,Car,CITROEN,Grey,1.0
18116,2018S009226    ,Car,FORD,Silver,5.0
18117,2018S004454    ,Bike,DERBI,White,1.0
18122,2018S001494    ,Bike,HONDA,White,7.0
18123,2018S001494    ,Car,AUDI,Black,19.0
18124,2018S008238    ,Bike,PIAGGIO,Black,1.0
18125,2018S008238    ,Car,KIA,Grey,33.0
18126,2018S001777    ,Bike,PIAGGIO,Red,30.0
18129,2018S001777    ,Bike,SYM,White,13.0
18130,2018S002396    ,Bike,KYMCO,Black,18.0
18134,2018S001904    ,Bike,HONDA,Black,5.0
18135,2018S001904    ,Car,BMW,White,5.0
18136,2018S003839    ,Bike,HONDA,White,3.0
18138,2018S003839    ,Car,HYUNDAI,Grey,61.0
18139,2018S004517    ,Bike,YAMAHA,Black,19.0
18140,2018S004517    ,Bike,YAMAHA,Black,30.0
18142,2018S000879    ,Car,VOLKSWAGEN,Grey,10.0
18145,2018S000722    ,Car,HONDA,Grey,15.0
18146,2018S001599    ,Bike,HONDA,Black,6.0
18147,2018S001599    ,Car,AUDI,Blue,16.0
18149,2018S008161    ,Car,BMW,Black,11.0
18150,2018S004380    ,Bike,SYM,Black,14.0
18152,2018S004380    ,Car,VOLKSWAGEN,Black,3.0
18153,2018S002470    ,Bike,KYMCO,Grey,6.0
18154,2018S000301    ,Bike,YAMAHA,Grey,9.0
18156,2018S006308    ,Bike,HONDA,Black,11.0
18157,2018S006308    ,Car,MAZDA,Black,5.0
18158,2018S002188    ,Bike,HONDA,White,11.0
18159,2018S002188    ,Car,CITROEN,Grey,10.0
18162,2018S001970    ,Bike,HONDA,White,18.0
18163,2018S001970    ,Bike,HONDA,Blue,5.0
18165,2018S008354    ,Bike,YAMAHA,Black,1.0
18166,2018S008354    ,Car,MITSUBISHI,White,5.0
18167,2018S007813    ,Bike,PIAGGIO,Red,1.0
18168,2018S007813    ,Bike,VESPA,Green,12.0
18172,2018S006105    ,Bike,YAMAHA,Black,6.0
18174,2018S006105    ,Car,MERCEDES,Black,19.0
18175,2018S006583    ,Bike,KYMCO,Black,15.0
18176,2018S006583    ,Car,FIAT,White,31.0
18177,2018S005609    ,Bike,YAMAHA,Grey,4.0
18178,2018S005609    ,Car,PEUGEOT,Red,6.0
18180,2018S001841    ,Car,VOLKSWAGEN,Grey,3.0
18182,2018S004672    ,Bike,SUZUKI,White,22.0
18185,2018S005509    ,Bike,PIAGGIO,Black,2.0
18186,2018S005509    ,Car,VOLVO,Black,31.0
18187,2018S005509    ,Car,NISSAN,Grey,35.0
18188,2018S004196    ,Bike,HONDA,White,8.0
18189,2018S004196    ,Car,VOLKSWAGEN,Blue,7.0
18190,2018S000642    ,Bike,SUZUKI,White,2.0
18192,2018S005256    ,Bike,BMW,White,27.0
18193,2018S005256    ,Car,OPEL,Grey,15.0
18194,2018S004516    ,Bike,APRILIA,Grey,2.0
18197,2018S001601    ,Car,ALFAROMEO,Black,3.0
18198,2018S005443    ,Bike,SUZUKI,Black,14.0
18199,2018S005443    ,Bike,HONDA,Red,11.0
18200,2018S001239    ,Bike,HONDA,Black,9.0
18201,2018S001239    ,Bike,DAELIM,Black,8.0
18202,2018S001239    ,Car,BMW,Black,36.0
18206,2018S009210    ,Bike,YAMAHA,Red,2.0
18211,2018S002489    ,Car,RENAULT,Grey,34.0
18212,2018S002489    ,Car,SKODA,Black,2.0
18215,2018S003110    ,Bike,YAMAHA,Red,8.0
18216,2018S003110    ,Car,BMW,Grey,42.0
18217,2018S002858    ,Bike,HONDA,Grey,1.0
18218,2018S002858    ,Car,FIAT,White,11.0
18219,2018S008350    ,Bike,SYM,Black,8.0
18222,2018S007843    ,Car,FIAT,Grey,5.0
18224,2018S000681    ,Bike,HONDA,White,8.0
18226,2018S006210    ,Bike,KYMCO,White,5.0
18227,2018S006210    ,Car,SEAT,Grey,14.0
18231,2018S009531    ,Bike,KYMCO,Black,12.0
18232,2018S009531    ,Car,MAZDA,White,4.0
18233,2018S005803    ,Bike,HONDA,Grey,9.0
18235,2018S005803    ,Car,AUDI,White,14.0
18236,2018S003771    ,Bike,PIAGGIO,Grey,37.0
18238,2018S003619    ,Bike,KYMCO,White,26.0
18239,2018S003619    ,Car,OPEL,White,7.0
18241,2018S009823    ,Bike,HONDA,Black,8.0
18242,2018S000909    ,Bike,YAMAHA,Black,2.0
18243,2018S000909    ,Car,SEAT,Red,5.0
18244,2018S003648    ,Bike,HONDA,Black,12.0
18246,2018S005346    ,Car,OPEL,Grey,3.0
18247,2018S007747    ,Bike,HONDA,Black,8.0
18248,2018S007747    ,Car,RENAULT,Silver,4.0
18249,2018S008262    ,Car,AUDI,Black,10.0
18253,2018S005076    ,Car,MERCEDES,Black,6.0
18254,2018S005076    ,Car,MERCEDES,Grey,27.0
18255,2018S007549    ,Car,KIA,Grey,19.0
18257,2018S004289    ,Car,AUDI,Black,16.0
18258,2018S004289    ,Car,RENAULT,Red,5.0
18259,2018S003281    ,Bike,HONDA,Black,11.0
18260,2018S003281    ,Car,MERCEDES,Black,15.0
18261,2018S003281    ,Car,HYUNDAI,Grey,18.0
18263,2018S007394    ,Bike,KYMCO,White,5.0
18265,2018S000976    ,Car,AUDI,White,24.0
18266,2018S000976    ,Car,AUDI,Black,14.0
18267,2018S000976    ,Car,VOLKSWAGEN,Grey,1.0
18268,2018S005994    ,Bike,YAMAHA,Blue,1.0
18269,2018S005459    ,Car,CITROEN,Red,2.0
18270,2018S005459    ,Car,VOLKSWAGEN,White,9.0
18271,2018S008626    ,Bike,KYMCO,White,42.0
18272,2018S008626    ,Car,OPEL,Grey,4.0
18273,2018S007958    ,Bike,HONDA,White,7.0
18274,2018S007958    ,Car,MERCEDES,Grey,3.0
18275,2018S001495    ,Bike,HONDA,Black,15.0
18277,2018S003740    ,Bike,SYM,Grey,8.0
18280,2018S009336    ,Bike,SCUTUM,Green,6.0
18282,2018S005769    ,Bike,HONDA,Grey,2.0
18283,2018S005769    ,Car,FORD,Silver,1.0
18285,2018S001484    ,Bike,HONDA,Grey,30.0
18287,2018S000853    ,Bike,HONDA,Grey,9.0
18288,2018S001485    ,Bike,HONDA,White,1.0
18289,2018S001485    ,Car,MITSUBISHI,White,39.0
18291,2018S009333    ,Car,SEAT,White,6.0
18292,2018S008651    ,Bike,PIAGGIO,Black,5.0
18293,2018S008651    ,Car,PEUGEOT,Grey,1.0
18294,2018S003942    ,Bike,PEUGEOT,White,3.0
18298,2018S006086    ,Bike,SUZUKI,Grey,13.0
18299,2018S006086    ,Car,DACIA,White,25.0
18300,2018S002680    ,Bike,APRILIA,Black,15.0
18302,2018S003940    ,Bike,SUZUKI,Black,20.0
18303,2018S003940    ,Car,NISSAN,Blue,13.0
18304,2018S007393    ,Bike,HONDA,Black,7.0
18305,2018S007393    ,Car,KIA,Grey,6.0
18307,2018S000910    ,Car,HONDA,Black,11.0
18308,2018S007988    ,Bike,KYMCO,Black,12.0
18310,2018S003144    ,Bike,SYM,White,4.0
18311,2018S003144    ,Car,KIA,White,10.0
18316,2018S003692    ,Bike,YAMAHA,White,1.0
18319,2018S003692    ,Car,MINI,White,5.0
18320,2018S002143    ,Bike,HONDA,Black,8.0
18324,2018S001670    ,Bike,SYM,White,1.0
18325,2018S001670    ,Car,VOLKSWAGEN,Black,3.0
18326,2018S007706    ,Bike,HONDA,Grey,6.0
18328,2018S007706    ,Car,MERCEDES,Grey,9.0
18329,2018S008748    ,Car,SKODA,Black,22.0
18331,2018S003615    ,Car,VOLKSWAGEN,Black,11.0
18332,2018S006341    ,Bike,PEUGEOT,Grey,24.0
18333,2018S006341    ,Car,PEUGEOT,Black,13.0
18334,2018S008543    ,Bike,HONDA,Black,6.0
18335,2018S008543    ,Bike,HONDA,Black,17.0
18336,2018S004573    ,Bike,HONDA,Black,1.0
18337,2018S004573    ,Car,SEAT,Red,4.0
18339,2018S006616    ,Bike,HONDA,Red,11.0
18340,2018S006616    ,Bike,SUZUKI,Blue,5.0
18341,2018S008836    ,Bike,YAMAHA,Black,8.0
18344,2018S008816    ,Car,RENAULT,Grey,48.0
18345,2018S008816    ,Car,KIA,Black,6.0
18346,2018S009613    ,Bike,SYM,Grey,17.0
18347,2018S001511    ,Bike,HONDA,White,2.0
18348,2018S001511    ,Bike,HONDA,Black,2.0
18350,2018S002504    ,Bike,HONDA,Black,15.0
18351,2018S002101    ,Bike,HONDA,Black,1.0
18352,2018S002101    ,Car,BMW,Black,7.0
18353,2018S002861    ,Bike,PIAGGIO,Black,22.0
18354,2018S005552    ,Bike,HONDA,Grey,8.0
18356,2018S004404    ,Bike,SYM,Black,33.0
18357,2018S004404    ,Car,PEUGEOT,White,61.0
18358,2018S007056    ,Bike,HONDA,Red,12.0
18359,2018S004822    ,Car,BMW,Blue,27.0
18362,2018S008840    ,Bike,KTM,Orange,5.0
18363,2018S009529    ,Bike,SUZUKI,Red,8.0
18364,2018S009529    ,Bike,KAWASAKI,White,2.0
18365,2018S009643    ,Bike,YAMAHA,White,16.0
18366,2018S009643    ,Bike,HONDA,Black,3.0
18367,2018S002670    ,Car,MERCEDES,Silver,45.0
18369,2018S003494    ,Bike,HONDA,White,1.0
18370,2018S003494    ,Car,OPEL,Black,10.0
18371,2018S005864    ,Bike,YAMAHA,Black,23.0
18372,2018S005864    ,Car,MERCEDES,Black,55.0
18373,2018S008432    ,Bike,HONDA,Black,4.0
18374,2018S008432    ,Bike,HONDA,Black,7.0
18375,2018S005481    ,Car,CHEVROLET,Red,4.0
18376,2018S005481    ,Car,RENAULT,Blue,5.0
18378,2018S002568    ,Car,KIA,Black,14.0
18379,2018S006513    ,Bike,VESPA,Black,4.0
18382,2018S003324    ,Car,NISSAN,White,4.0
18384,2018S009087    ,Car,RENAULT,Black,7.0
18385,2018S007316    ,Bike,SUZUKI,Black,1.0
18387,2018S007151    ,Bike,HONDA,Grey,8.0
18389,2018S007151    ,Car,MINI,Red,12.0
18391,2018S000306    ,Car,VOLKSWAGEN,Blue,7.0
18392,2018S001845    ,Bike,HONDA,Grey,22.0
18393,2018S001845    ,Car,VOLKSWAGEN,Blue,66.0
18394,2018S003617    ,Bike,SYM,White,12.0
18396,2018S000883    ,Car,AUDI,Black,16.0
18397,2018S000883    ,Car,VOLKSWAGEN,Black,25.0
18398,2018S005902    ,Bike,APRILIA,Purple,4.0
18400,2018S006834    ,Bike,PEUGEOT,Black,2.0
18401,2018S006834    ,Car,KIA,Black,40.0
18402,2018S004032    ,Bike,HONDA,Grey,23.0
18403,2018S004032    ,Bike,HONDA,White,10.0
18404,2018S002862    ,Bike,HONDA,Black,2.0
18405,2018S002862    ,Car,VOLKSWAGEN,Red,5.0
18407,2018S002947    ,Bike,BMW,Black,3.0
18408,2018S002606    ,Bike,HONDA,Purple,3.0
18409,2018S002606    ,Car,NISSAN,Grey,8.0
18410,2018S002047    ,Car,CITROEN,Black,1.0
18412,2018S008538    ,Car,VOLKSWAGEN,Grey,6.0
18413,2018S003288    ,Bike,KYMCO,Blue,10.0
18414,2018S003288    ,Bike,HONDA,Blue,25.0
18415,2018S005279    ,Car,OPEL,Grey,41.0
18417,2018S004545    ,Car,RENAULT,Red,2.0
18419,2018S008248    ,Car,CITROEN,Blue,33.0
18420,2018S007467    ,Bike,BMW,Grey,22.0
18421,2018S007467    ,Car,SKODA,Grey,11.0
18422,2018S003410    ,Bike,KYMCO,Silver,32.0
18423,2018S003410    ,Car,VOLKSWAGEN,White,5.0
18424,2018S008077    ,Bike,HONDA,Red,1.0
18426,2018S006289    ,Car,OPEL,White,8.0
18427,2018S000792    ,Bike,VESPA,Red,1.0
18428,2018S000792    ,Bike,HONDA,Grey,21.0
18429,2018S000852    ,Bike,HONDA,Red,31.0
18430,2018S000852    ,Car,NISSAN,White,7.0
18431,2018S004066    ,Bike,SYM,White,1.0
18432,2018S004066    ,Car,OPEL,Grey,21.0
18433,2018S004353    ,Car,BMW,White,10.0
18434,2018S006313    ,Bike,PIAGGIO,Grey,24.0
18437,2018S009201    ,Bike,HONDA,White,3.0
18438,2018S009201    ,Car,SEAT,Black,15.0
18439,2018S008050    ,Bike,SUZUKI,Blue,8.0
18440,2018S008050    ,Bike,PIAGGIO,Black,26.0
18442,2018S007608    ,Bike,HONDA,Grey,9.0
18445,2018S007137    ,Bike,SYM,White,1.0
18446,2018S007137    ,Bike,HONDA,Grey,11.0
18447,2018S007287    ,Bike,PEUGEOT,Black,4.0
18448,2018S007287    ,Bike,HONDA,Black,31.0
18450,2018S003369    ,Bike,HONDA,Black,3.0
18452,2018S006543    ,Bike,SYM,Black,15.0
18455,2018S001668    ,Bike,KAWASAKI,Grey,5.0
18457,2018S008716    ,Bike,BMW,Grey,26.0
18458,2018S008716    ,Car,BMW,White,24.0
18459,2018S008471    ,Bike,SYM,White,16.0
18460,2018S008471    ,Car,SKODA,Grey,26.0
18461,2018S006587    ,Bike,HONDA,Grey,13.0
18462,2018S008163    ,Bike,HONDA,Red,22.0
18463,2018S008163    ,Car,CITROEN,Grey,15.0
18464,2018S000744    ,Car,OPEL,White,9.0
18465,2018S000744    ,Car,NISSAN,Golden,1.0
18466,2018S003456    ,Bike,KYMCO,White,6.0
18467,2018S003456    ,Car,SEAT,Black,18.0
18469,2018S006750    ,Car,PEUGEOT,White,22.0
18471,2018S009747    ,Bike,PIAGGIO,Silver,15.0
18472,2018S009747    ,Car,HONDA,Grey,2.0
18475,2018S005171    ,Car,LANDROVER,Grey,2.0
18480,2018S006362    ,Car,PEUGEOT,Grey,14.0
18484,2018S005647    ,Car,VOLVO,White,37.0
18486,2018S006514    ,Car,SEAT,Blue,7.0
18487,2018S004405    ,Bike,HONDA,Black,1.0
18488,2018S004405    ,Car,SEAT,Grey,34.0
18489,2018S004918    ,Bike,HONDA,Black,26.0
18490,2018S005766    ,Car,SMART,Grey,46.0
18491,2018S003210    ,Car,PEUGEOT,Black,4.0
18492,2018S003210    ,Car,KIA,White,30.0
18493,2018S004434    ,Bike,TORROT,Yellow,12.0
18494,2018S004434    ,Car,AUDI,White,39.0
18497,2018S001556    ,Car,OPEL,Black,2.0
18498,2018S005316    ,Bike,PEUGEOT,Black,1.0
18499,2018S005316    ,Car,SEAT,White,9.0
18500,2018S007642    ,Car,NISSAN,White,27.0
18501,2018S007642    ,Car,VOLKSWAGEN,Black,21.0
18502,2018S006029    ,Bike,PIAGGIO,White,8.0
18505,2018S003286    ,Bike,HONDA,Black,3.0
18506,2018S000450    ,Bike,HONDA,Black,11.0
18507,2018S000450    ,Car,CITROEN,Black,17.0
18508,2018S005478    ,Car,OPEL,White,8.0
18510,2018S005606    ,Car,MAZDA,Grey,13.0
18511,2018S007768    ,Car,OPEL,Grey,1.0
18512,2018S001555    ,Car,HONDA,Black,20.0
18513,2018S001555    ,Car,SEAT,Black,10.0
18514,2018S001530    ,Car,FORD,Blue,6.0
18515,2018S001530    ,Car,SEAT,Blue,1.0
18516,2018S009911    ,Car,VOLKSWAGEN,White,22.0
18517,2018S009911    ,Car,HYUNDAI,Grey,23.0
18519,2018S004847    ,Bike,HONDA,Black,9.0
18520,2018S007961    ,Bike,HONDA,Black,4.0
18521,2018S007961    ,Car,SEAT,White,2.0
18522,2018S000304    ,Car,CITROEN,Black,23.0
18523,2018S000304    ,Car,FIAT,Grey,29.0
18524,2018S008349    ,Car,SEAT,Yellow,19.0
18525,2018S008349    ,Car,MERCEDES,Grey,14.0
18526,2018S008349    ,Car,NISSAN,Blue,32.0
18530,2018S001664    ,Car,RENAULT,Red,6.0
18531,2018S001664    ,Car,SEAT,Grey,2.0
18532,2018S001664    ,Car,VOLKSWAGEN,Grey,16.0
18533,2018S007963    ,Car,PEUGEOT,Red,3.0
18535,2018S008159    ,Car,FIAT,Black,7.0
18536,2018S004291    ,Car,SEAT,White,7.0
18537,2018S004291    ,Car,OPEL,Blue,27.0
18538,2018S009677    ,Bike,HONDA,Grey,8.0
18541,2018S002148    ,Car,HYUNDAI,Red,5.0
18543,2018S004711    ,Car,OPEL,Grey,2.0
18544,2018S002642    ,Bike,YAMAHA,Grey,11.0
18545,2018S002336    ,Car,OPEL,Black,4.0
18546,2018S002336    ,Car,HYUNDAI,Grey,4.0
18548,2018S000554    ,Bike,HONDA,Red,6.0
18549,2018S000554    ,Car,RENAULT,White,29.0
18550,2018S006287    ,Bike,SUZUKI,White,2.0
18551,2018S006287    ,Car,LEXUS,Grey,23.0
18553,2018S001515    ,Car,FORD,Grey,11.0
18554,2018S001515    ,Car,NISSAN,Black,4.0
18555,2018S001872    ,Bike,PIAGGIO,Grey,1.0
18556,2018S001872    ,Car,AUDI,White,41.0
18559,2018S004574    ,Car,SEAT,White,3.0
18560,2018S005440    ,Bike,KTM,Orange,44.0
18561,2018S005440    ,Bike,HONDA,White,4.0
18563,2018S001667    ,Car,TOYOTA,Grey,37.0
18564,2018S001667    ,Car,HYUNDAI,Grey,22.0
18565,2018S009253    ,Car,SAAB,Grey,35.0
18566,2018S009253    ,Car,RENAULT,Red,10.0
18568,2018S002812    ,Car,AUDI,Black,7.0
18569,2018S000131    ,Bike,HONDA,White,11.0
18570,2018S000131    ,Car,MAZDA,Grey,1.0
18571,2018S006220    ,Bike,HARLEYDAVIDSON,Black,1.0
18573,2018S005580    ,Bike,HONDA,Grey,14.0
18574,2018S005580    ,Car,OPEL,Grey,3.0
18575,2018S006692    ,Bike,KYMCO,Blue,12.0
18576,2018S006692    ,Car,PEUGEOT,Blue,1.0
18577,2018S006880    ,Car,PEUGEOT,White,1.0
18578,2018S006880    ,Car,PEUGEOT,Grey,4.0
18579,2018S006880    ,Car,AUDI,Black,17.0
18580,2018S008696    ,Bike,KYMCO,Purple,46.0
18581,2018S008696    ,Car,SEAT,White,22.0
18582,2018S000241    ,Bike,HONDA,Black,2.0
18583,2018S000241    ,Car,MERCEDES,Grey,43.0
18584,2018S002679    ,Bike,YAMAHA,Black,10.0
18585,2018S002679    ,Car,HYUNDAI,Yellow,7.0
18587,2018S007561    ,Car,PEUGEOT,Black,32.0
18588,2018S007561    ,Car,TOYOTA,Grey,46.0
18591,2018S007581    ,Bike,KYMCO,White,27.0
18592,2018S007581    ,Car,KIA,Grey,33.0
18594,2018S009801    ,Car,OPEL,Blue,15.0
18598,2018S009351    ,Bike,SYM,White,14.0
18599,2018S001711    ,Bike,HONDA,Grey,10.0
18600,2018S001711    ,Car,SEAT,Black,52.0
18601,2018S001557    ,Bike,PIAGGIO,Black,12.0
18603,2018S007136    ,Car,FORD,White,3.0
18604,2018S007136    ,Car,MERCEDES,White,3.0
18605,2018S000789    ,Bike,PIAGGIO,Black,15.0
18609,2018S009145    ,Car,HYUNDAI,Grey,11.0
18611,2018S000015    ,Car,PORSCHE,Grey,6.0
18612,2018S008717    ,Bike,YAMAHA,White,32.0
18616,2018S005100    ,Car,MAZDA,Grey,34.0
18617,2018S001961    ,Bike,HONDA,White,3.0
18618,2018S005995    ,Car,OPEL,Grey,11.0
18619,2018S005995    ,Car,FORD,White,3.0
18620,2018S005995    ,Car,FORD,Black,5.0
18621,2018S002395    ,Bike,YAMAHA,Black,10.0
18628,2018S000510    ,Bike,HONDA,Black,23.0
18630,2018S007767    ,Bike,HONDA,Grey,15.0
18631,2018S007767    ,Car,VOLVO,Grey,17.0
18632,2018S003212    ,Bike,HONDA,Black,4.0
18633,2018S003212    ,Car,PEUGEOT,Grey,1.0
18634,2018S006123    ,Car,AUDI,Black,10.0
18635,2018S006123    ,Car,RENAULT,Grey,1.0
18636,2018S006123    ,Car,HYUNDAI,Blue,38.0
18637,2018S003091    ,Bike,PIAGGIO,Red,2.0
18638,2018S003091    ,Bike,YAMAHA,Black,1.0
18639,2018S005482    ,Bike,HONDA,Black,13.0
18640,2018S005482    ,Car,HONDA,Grey,25.0
18641,2018S000745    ,Car,OPEL,Grey,6.0
18642,2018S000745    ,Car,JAGUAR,Red,23.0
18643,2018S007679    ,Bike,PIAGGIO,Red,1.0
18647,2018S009400    ,Car,VOLKSWAGEN,Black,21.0
18648,2018S001632    ,Car,NISSAN,Red,15.0
18649,2018S000884    ,Bike,HONDA,Black,6.0
18650,2018S000884    ,Car,SEAT,Grey,24.0
18652,2018S007808    ,Car,PEUGEOT,Blue,3.0
18653,2018S000980    ,Car,CITROEN,Grey,35.0
18659,2018S004671    ,Bike,COOLTRA,White,17.0
18660,2018S004671    ,Car,PORSCHE,Yellow,22.0
18662,2018S007871    ,Bike,SYM,White,23.0
18664,2018S004612    ,Car,MERCEDES,Black,7.0
18666,2018S007810    ,Car,VOLKSWAGEN,White,15.0
18668,2018S007345    ,Car,DAEWOO,Grey,12.0
18669,2018S009335    ,Bike,SUZUKI,Silver,2.0
18670,2018S009335    ,Car,VOLKSWAGEN,Red,21.0
18671,2018S001759    ,Car,AUDI,Grey,11.0
18672,2018S001759    ,Car,AUDI,Grey,9.0
18673,2018S009078    ,Bike,HARLEYDAVIDSON,Black,10.0
18675,2018S008805    ,Bike,PEUGEOT,White,5.0
18676,2018S008805    ,Car,FORD,Grey,6.0
18677,2018S008434    ,Bike,SYM,Grey,1.0
18678,2018S007372    ,Bike,HONDA,White,31.0
18679,2018S007372    ,Car,BMW,Grey,32.0
18680,2018S008569    ,Bike,SUZUKI,Black,11.0
18681,2018S008569    ,Car,RENAULT,White,19.0
18683,2018S009387    ,Car,VOLKSWAGEN,Grey,13.0
18684,2018S009387    ,Car,SEAT,White,10.0
18685,2018S008980    ,Bike,BMW,White,1.0
18686,2018S008980    ,Car,SEAT,Red,3.0
18687,2018S003422    ,Bike,HONDA,Red,41.0
18690,2018S006124    ,Bike,PEUGEOT,Blue,5.0
18691,2018S003808    ,Bike,HONDA,Black,24.0
18693,2018S006954    ,Bike,YAMAHA,Black,2.0
18694,2018S006252    ,Bike,SYM,Grey,22.0
18695,2018S006252    ,Car,RENAULT,Grey,3.0
18698,2018S002914    ,Bike,HONDA,White,2.0
18699,2018S002914    ,Car,BMW,Black,9.0
18700,2018S009530    ,Bike,PIAGGIO,Grey,8.0
18702,2018S005347    ,Bike,HONDA,White,13.0
18703,2018S005347    ,Car,FIAT,Grey,8.0
18704,2018S009462    ,Bike,SYM,Grey,5.0
18705,2018S009462    ,Car,CITROEN,Red,9.0
18706,2018S008124    ,Bike,HONDA,Black,20.0
18707,2018S008124    ,Car,SKODA,Black,37.0
18708,2018S004835    ,Bike,GOVECS,White,7.0
18710,2018S003240    ,Bike,YAMAHA,Black,26.0
18712,2018S002048    ,Bike,YAMAHA,Green,33.0
18714,2018S003863    ,Bike,SYM,Black,3.0
18715,2018S006478    ,Bike,PIAGGIO,Grey,5.0
18716,2018S006478    ,Car,PEUGEOT,Red,27.0
18717,2018S004435    ,Bike,YAMAHA,Black,6.0
18718,2018S004435    ,Bike,YAMAHA,Grey,14.0
18719,2018S005958    ,Bike,HONDA,Grey,3.0
18720,2018S005958    ,Car,VOLKSWAGEN,White,20.0
18721,2018S003239    ,Bike,PEUGEOT,White,8.0
18722,2018S003239    ,Car,SEAT,Grey,4.0
18723,2018S009933    ,Bike,BMW,Red,1.0
18724,2018S009933    ,Car,SEAT,Black,12.0
18726,2018S000947    ,Car,FIAT,Grey,1.0
18727,2018S007343    ,Bike,HONDA,Black,10.0
18728,2018S007343    ,Car,RENAULT,White,8.0
18730,2018S008474    ,Car,RENAULT,Grey,38.0
18731,2018S008881    ,Bike,YAMAHA,Blue,20.0
18732,2018S008881    ,Car,FORD,Grey,21.0
18736,2018S008214    ,Car,VOLKSWAGEN,Red,34.0
18737,2018S004544    ,Bike,HONDA,Black,10.0
18738,2018S004544    ,Car,MINI,White,4.0
18739,2018S004544    ,Car,VOLKSWAGEN,Red,7.0
18740,2018S001488    ,Bike,KYMCO,White,8.0
18743,2018S001945    ,Car,CITROEN,Black,1.0
18744,2018S001315    ,Bike,YAMAHA,Black,13.0
18745,2018S001315    ,Car,HYUNDAI,Grey,58.0
18748,2018S002478    ,Car,OPEL,Red,5.0
18749,2018S008122    ,Bike,SUZUKI,Grey,4.0
18750,2018S008122    ,Car,AUDI,Grey,17.0
18752,2018S008749    ,Bike,HONDA,Red,24.0
18753,2018S004707    ,Bike,SCUTUM,Black,12.0
18754,2018S004707    ,Car,CITROEN,Grey,41.0
18757,2018S000419    ,Bike,PIAGGIO,Black,16.0
18758,2018S008123    ,Bike,HONDA,Red,23.0
18759,2018S008123    ,Car,BMW,White,29.0
18761,2018S007362    ,Bike,YAMAHA,Black,14.0
18763,2018S001267    ,Car,PEUGEOT,Grey,27.0
18766,2018S002662    ,Bike,YAMAHA,Black,25.0
18767,2018S002662    ,Car,VOLKSWAGEN,Black,1.0
18769,2018S001874    ,Bike,YAMAHA,Black,13.0
18770,2018S007510    ,Bike,PEUGEOT,White,12.0
