,Accident_code,Vehicle_type,Brand,Color,Years_license
67414,2015S004955,Bike,SYM,White,13.0
67416,2015S000595,Car,OPEL,Blue,5.0
67419,2015S009618,Bike,SUZUKI,Black,24.0
67422,2015S001509,Car,VOLKSWAGEN,Black,2.0
67423,2015S004506,Bike,HONDA,Black,29.0
67424,2015S009420,Car,SEAT,White,21.0
67425,2015S000374,Bike,PIAGGIO,Brown,21.0
67426,2015S009961,Bike,HONDA,Grey,13.0
67427,2015S008277,Bike,HONDA,Black,3.0
67429,2015S009443,Car,MAZDA,Grey,2.0
67430,2015S008348,Car,AUDI,White,20.0
67431,2015S007411,Bike,HONDA,Black,9.0
67433,2015S000635,Car,SEAT,White,7.0
67434,2015S005269,Car,FORD,White,16.0
67435,2015S008789,Bike,HONDA,White,36.0
67436,2015S005122,Bike,YAMAHA,Red,14.0
67438,2015S001409,Car,VOLVO,Silver,25.0
67441,2015S002592,Bike,HONDA,Grey,16.0
67442,2015S006330,Bike,HONDA,Grey,7.0
67443,2015S004453,Bike,HONDA,White,24.0
67444,2015S005096,Bike,KAWASAKI,Black,18.0
67445,2015S002534,Car,FORD,Grey,8.0
67446,2015S003332,Bike,SYM,White,6.0
67448,2015S009579,Car,CHRYSLER,Grey,27.0
67451,2015S000524,Bike,SYM,White,2.0
67453,2015S003983,Car,LANCIA,Grey,35.0
67455,2015S002601,Car,NISSAN,Blue,56.0
67459,2015S009571,Bike,PIAGGIO,Black,10.0
67461,2015S002378,Car,OPEL,White,12.0
67462,2015S008998,Car,SEAT,Blue,9.0
67463,2015S006683,Bike,HYOSUNG,Black,10.0
67464,2015S008634,Bike,PEUGEOT,Red,4.0
67465,2015S008219,Bike,YAMAHA,Black,10.0
67468,2015S009915,Car,FORD,White,38.0
67469,2015S007340,Bike,HONDA,Black,6.0
67470,2015S005305,Bike,HONDA,Grey,23.0
67471,2015S000055,Car,NISSAN,White,2.0
67472,2015S004771,Bike,HONDA,Blue,6.0
67473,2015S000860,Bike,BMW,Grey,29.0
67474,2015S006616,Car,VOLKSWAGEN,Grey,24.0
67476,2015S009477,Car,AUDI,White,32.0
67479,2015S009781,Car,OPEL,Brown,44.0
67480,2015S004468,Car,RENAULT,Brown,41.0
67481,2015S007650,Car,VOLKSWAGEN,Black,10.0
67482,2015S008402,Bike,HONDA,Red,5.0
67483,2015S000949,Bike,YAMAHA,Black,9.0
67484,2015S002380,Bike,YAMAHA,Purple,30.0
67485,2015S008375,Bike,HONDA,White,20.0
67487,2015S006594,Car,VOLKSWAGEN,Black,9.0
67488,2015S000849,Bike,SYM,Grey,19.0
67490,2015S009551,Car,TOYOTA,White,1.0
67493,2015S003370,Car,SKODA,Grey,41.0
67494,2015S006766,Bike,HONDA,White,9.0
67495,2015S002849,Car,SEAT,Green,30.0
67496,2015S009877,Car,NISSAN,Black,41.0
67498,2015S002771,Bike,YAMAHA,Grey,27.0
67501,2015S001790,Car,RENAULT,Black,16.0
67502,2015S001587,Car,OPEL,White,5.0
67503,2015S001415,Car,OPEL,Grey,45.0
67505,2015S000182,Bike,YAMAHA,Green,42.0
67506,2015S007487,Car,BMW,White,47.0
67507,2015S005570,Car,PEUGEOT,Grey,4.0
67508,2015S000316,Car,CITROEN,Grey,34.0
67509,2015S000316,Car,PEUGEOT,Blue,7.0
67510,2015S009177,Bike,KYMCO,Black,8.0
67512,2015S008071,Bike,RIDE,Black,15.0
67519,2015S008724,Car,SEAT,Black,13.0
67520,2015S000442,Bike,DUCATI,Black,12.0
67522,2015S007710,Bike,HONDA,Black,15.0
67526,2015S003988,Bike,DAELIM,Black,28.0
67527,2015S000446,Bike,HONDA,Black,7.0
67528,2015S008720,Bike,HONDA,Red,8.0
67530,2015S002766,Bike,HONDA,White,35.0
67531,2015S004750,Car,CHEVROLET,Blue,12.0
67532,2015S001739,Car,PEUGEOT,Blue,17.0
67533,2015S005737,Bike,HONDA,White,6.0
67534,2015S005727,Bike,SUZUKI,Grey,26.0
67535,2015S004095,Car,RENAULT,Black,12.0
67536,2015S000903,Bike,PIAGGIO,White,1.0
67537,2015S001927,Bike,HONDA,White,16.0
67539,2015S009804,Bike,HONDA,Black,12.0
67540,2015S008840,Bike,PIAGGIO,White,6.0
67543,2015S006153,Bike,HYOSUNG,Black,8.0
67544,2015S008203,Car,OPEL,Grey,7.0
67545,2015S004442,Car,VOLKSWAGEN,Black,13.0
67546,2015S002790,Bike,SYM,Black,18.0
67548,2015S005348,Car,NISSAN,Brown,6.0
67550,2015S001184,Car,ALFAROMEO,Black,14.0
67551,2015S004355,Bike,SUZUKI,Black,24.0
67552,2015S002009,Bike,SUZUKI,Blue,20.0
67553,2015S002089,Bike,YAMAHA,White,1.0
67554,2015S009013,Car,VOLKSWAGEN,Grey,24.0
67555,2015S007733,Bike,HONDA,White,31.0
67556,2015S007642,Car,FORD,Red,30.0
67557,2015S000737,Car,BMW,Blue,40.0
67558,2015S000737,Bike,YAMAHA,Grey,5.0
67559,2015S007991,Bike,SYM,Black,4.0
67560,2015S008160,Bike,BETA,Black,2.0
67561,2015S008013,Car,SEAT,Blue,14.0
67562,2015S009199,Bike,HONDA,White,7.0
67563,2015S002224,Car,CITROEN,Grey,22.0
67565,2015S008221,Car,SEAT,White,1.0
67569,2015S006425,Bike,KYMCO,White,8.0
67570,2015S006486,Car,VOLKSWAGEN,Grey,48.0
67572,2015S002614,Bike,SUZUKI,Black,7.0
67574,2015S003529,Car,SEAT,Grey,18.0
67575,2015S008977,Bike,HONDA,Red,5.0
67578,2015S009014,Car,RENAULT,White,10.0
67579,2015S001517,Bike,HONDA,Grey,31.0
67580,2015S006310,Bike,YAMAHA,Red,2.0
67583,2015S008144,Bike,HONDA,Black,1.0
67584,2015S001406,Car,VOLKSWAGEN,White,3.0
67585,2015S002284,Car,RENAULT,Blue,12.0
67587,2015S001039,Bike,KAWASAKI,Green,5.0
67589,2015S001548,Car,AUDI,Black,22.0
67590,2015S003273,Car,SEAT,Grey,4.0
67591,2015S009548,Car,AUDI,White,24.0
67592,2015S004952,Car,CITROEN,Blue,1.0
67593,2015S005698,Car,CITROEN,Grey,28.0
67594,2015S002154,Car,OPEL,Grey,22.0
67595,2015S005808,Bike,HONDA,White,15.0
67597,2015S007463,Car,FIAT,Red,5.0
67599,2015S001269,Bike,HONDA,White,1.0
67605,2015S008014,Car,FORD,Golden,24.0
67606,2015S007798,Car,OPEL,White,12.0
67609,2015S002686,Car,FIAT,Grey,40.0
67610,2015S009899,Car,CITROEN,Grey,5.0
67611,2015S000436,Bike,HONDA,Black,17.0
67612,2015S000436,Car,PEUGEOT,Grey,7.0
67613,2015S002763,Car,SEAT,Black,15.0
67614,2015S009418,Car,SEAT,Black,11.0
67615,2015S009007,Car,AUDI,Grey,5.0
67616,2015S002350,Car,PEUGEOT,Black,16.0
67618,2015S005128,Car,AUDI,Brown,1.0
67619,2015S007166,Car,MITSUBISHI,Black,31.0
67620,2015S002487,Car,PEUGEOT,Grey,9.0
67621,2015S004893,Car,PEUGEOT,Silver,14.0
67622,2015S007057,Car,MERCEDES,Grey,12.0
67623,2015S002042,Car,RENAULT,Silver,5.0
67624,2015S005250,Bike,APRILIA,Black,16.0
67626,2015S009598,Car,KIA,Grey,6.0
67627,2015S000433,Car,SUZUKI,Green,54.0
67628,2015S001887,Car,RENAULT,Blue,5.0
67629,2015S000389,Car,VOLKSWAGEN,Black,26.0
67630,2015S009535,Car,AUDI,Black,20.0
67632,2015S000925,Car,OPEL,Grey,1.0
67633,2015S000925,Bike,HONDA,White,29.0
67635,2015S003349,Car,MERCEDES,Black,22.0
67637,2015S002607,Car,BMW,Blue,23.0
67640,2015S001276,Car,FORD,Grey,2.0
67641,2015S003732,Bike,SUZUKI,Black,36.0
67644,2015S005505,Car,PEUGEOT,Blue,4.0
67645,2015S009783,Car,SEAT,Black,22.0
67646,2015S001196,Bike,SYM,Black,13.0
67647,2015S009564,Car,CITROEN,Grey,1.0
67648,2015S000587,Car,CITROEN,Red,5.0
67651,2015S003837,Car,DACIA,Brown,35.0
67652,2015S000963,Car,SEAT,Grey,34.0
67654,2015S005937,Bike,HONDA,Blue,7.0
67656,2015S008192,Car,SEAT,Grey,24.0
67657,2015S007301,Bike,HONDA,Grey,5.0
67658,2015S002393,Bike,HONDA,Black,22.0
67659,2015S001515,Bike,KYMCO,Grey,24.0
67662,2015S002075,Car,OPEL,Black,7.0
67663,2015S001770,Car,SEAT,Blue,11.0
67665,2015S000630,Bike,KYMCO,Grey,16.0
67667,2015S008434,Bike,KAWASAKI,Blue,22.0
67668,2015S004825,Car,KIA,White,4.0
67670,2015S007452,Bike,SUZUKI,Red,1.0
67671,2015S003798,Bike,APRILIA,Grey,6.0
67674,2015S006008,Car,MERCEDES,Black,45.0
67675,2015S006008,Bike,HONDA,Green,28.0
67676,2015S004748,Bike,HONDA,Black,4.0
67678,2015S007398,Bike,HONDA,Grey,24.0
67680,2015S007839,Bike,HONDA,White,5.0
67681,2015S007783,Bike,SUZUKI,Grey,27.0
67682,2015S007912,Bike,PIAGGIO,White,6.0
67683,2015S000708,Car,SAAB,Grey,3.0
67684,2015S000685,Bike,HONDA,Red,4.0
67685,2015S004749,Car,FIAT,White,42.0
67686,2015S007212,Car,NISSAN,Red,27.0
67688,2015S009518,Car,PEUGEOT,Red,46.0
67690,2015S006165,Car,NISSAN,Grey,33.0
67691,2015S006367,Bike,PEUGEOT,Grey,2.0
67695,2015S007545,Car,MERCEDES,Blue,25.0
67697,2015S000405,Car,VOLKSWAGEN,Black,1.0
67698,2015S002916,Car,CITROEN,Purple,21.0
67699,2015S005834,Car,TOYOTA,Green,23.0
67700,2015S002968,Car,OPEL,White,25.0
67702,2015S003572,Car,VOLKSWAGEN,Blue,24.0
67706,2015S006556,Bike,YAMAHA,Black,6.0
67707,2015S005313,Car,CITROEN,White,1.0
67709,2015S008676,Bike,HONDA,Black,21.0
67713,2015S002402,Bike,YAMAHA,Black,7.0
67714,2015S002402,Car,OPEL,Blue,4.0
67716,2015S008208,Car,SEAT,White,39.0
67717,2015S008208,Car,RENAULT,Green,14.0
67718,2015S003283,Bike,HONDA,Blue,3.0
67719,2015S002239,Car,SEAT,Grey,5.0
67721,2015S009400,Car,BMW,Black,35.0
67723,2015S004234,Bike,PEUGEOT,Black,18.0
67724,2015S005254,Car,FORD,Grey,42.0
67727,2015S009273,Car,HYUNDAI,White,28.0
67728,2015S001838,Bike,DAELIM,Grey,41.0
67729,2015S005752,Car,RENAULT,Red,7.0
67730,2015S001009,Car,TOYOTA,White,16.0
67732,2015S002832,Car,AUDI,White,1.0
67734,2015S009638,Bike,HONDA,White,4.0
67735,2015S006554,Bike,HONDA,Grey,29.0
67737,2015S009966,Car,CITROEN,Black,10.0
67738,2015S007169,Bike,KEEWAY,White,6.0
67739,2015S006984,Bike,HONDA,Black,11.0
67740,2015S006984,Bike,HONDA,Grey,31.0
67741,2015S000560,Car,CITROEN,Grey,49.0
67742,2015S002398,Bike,HONDA,Black,3.0
67743,2015S002163,Car,FORD,Black,11.0
67744,2015S002321,Bike,HONDA,Black,18.0
67745,2015S008466,Car,CITROEN,Grey,46.0
67747,2015S000197,Car,PEUGEOT,White,29.0
67749,2015S001908,Bike,HONDA,Blue,24.0
67750,2015S009732,Bike,VESPA,Blue,22.0
67751,2015S004795,Bike,YAMAHA,Blue,11.0
67753,2015S006337,Bike,PIAGGIO,Grey,8.0
67754,2015S002731,Car,PEUGEOT,Grey,48.0
67755,2015S007296,Bike,SUZUKI,Yellow,2.0
67757,2015S000580,Bike,YAMAHA,Black,11.0
67758,2015S002557,Car,AUDI,Red,2.0
67759,2015S005730,Car,OPEL,Blue,22.0
67760,2015S009084,Car,CHRYSLER,Blue,23.0
67761,2015S009084,Bike,KYMCO,Black,7.0
67764,2015S000847,Car,BMW,Grey,25.0
67765,2015S002676,Bike,APRILIA,Black,3.0
67766,2015S004064,Bike,SUZUKI,Grey,28.0
67767,2015S005003,Car,FORD,Green,27.0
67770,2015S002827,Bike,HONDA,Black,11.0
67771,2015S006233,Car,SEAT,Blue,1.0
67774,2015S004569,Car,FORD,Black,21.0
67777,2015S001748,Car,FORD,Red,37.0
67778,2015S004953,Car,VOLKSWAGEN,Black,22.0
67779,2015S003973,Car,VOLVO,White,37.0
67782,2015S006242,Car,NISSAN,Grey,11.0
67783,2015S001974,Car,SEAT,Black,18.0
67784,2015S008281,Car,VOLKSWAGEN,Black,1.0
67785,2015S001291,Bike,PIAGGIO,Black,1.0
67787,2015S006922,Car,TOYOTA,White,22.0
67789,2015S006639,Car,BMW,White,19.0
67790,2015S006639,Car,CITROEN,White,6.0
67792,2015S001142,Car,NISSAN,Grey,26.0
67793,2015S003897,Car,SEAT,Grey,19.0
67794,2015S005373,Bike,PIAGGIO,Grey,7.0
67797,2015S005496,Car,HYUNDAI,Black,11.0
67799,2015S002422,Car,OPEL,Black,27.0
67800,2015S000782,Car,RENAULT,Black,6.0
67802,2015S009483,Car,MERCEDES,Grey,35.0
67803,2015S001942,Bike,SYM,White,10.0
67804,2015S000788,Car,LANCIA,Grey,57.0
67805,2015S000124,Bike,BMW,White,1.0
67806,2015S000585,Bike,HONDA,Grey,26.0
67807,2015S002416,Car,RENAULT,Blue,40.0
67809,2015S000152,Car,SEAT,White,42.0
67810,2015S002606,Bike,YAMAHA,White,2.0
67811,2015S009272,Car,HYUNDAI,Blue,10.0
67815,2015S005728,Car,RENAULT,White,15.0
67816,2015S000800,Car,CHRYSLER,Grey,36.0
67818,2015S006777,Car,FORD,White,30.0
67819,2015S005773,Car,VOLKSWAGEN,White,8.0
67820,2015S005773,Car,AUDI,White,49.0
67821,2015S004959,Bike,HONDA,Black,4.0
67822,2015S002442,Bike,KTM,Black,8.0
67823,2015S004285,Car,AUDI,Black,2.0
67825,2015S003747,Car,CHEVROLET,White,39.0
67826,2015S000948,Car,RENAULT,Grey,9.0
67827,2015S009416,Bike,HONDA,Black,16.0
67828,2015S003087,Car,CITROEN,Red,28.0
67829,2015S009731,Car,OPEL,Black,1.0
67830,2015S002035,Car,CITROEN,Red,1.0
67831,2015S003921,Bike,HONDA,Green,27.0
67833,2015S006773,Car,AUDI,Blue,40.0
67834,2015S009540,Car,CITROEN,Blue,26.0
67835,2015S006129,Car,AUDI,Blue,35.0
67836,2015S004903,Car,NISSAN,Grey,12.0
67837,2015S004729,Car,FORD,Blue,20.0
67838,2015S009558,Car,SEAT,Red,19.0
67839,2015S000845,Car,FORD,Green,8.0
67840,2015S008659,Car,SEAT,White,4.0
67841,2015S006453,Car,DACIA,Blue,7.0
67842,2015S000063,Bike,HONDA,Blue,25.0
67843,2015S002307,Bike,KYMCO,White,19.0
67844,2015S000445,Car,SEAT,White,10.0
67845,2015S001445,Car,AUDI,Black,13.0
67846,2015S009959,Car,KIA,Blue,33.0
67848,2015S008877,Car,SEAT,Grey,1.0
67849,2015S004631,Bike,GILERA,Black,2.0
67850,2015S000136,Car,HONDA,Green,32.0
67852,2015S004531,Car,SEAT,White,4.0
67853,2015S006692,Car,MAZDA,Grey,7.0
67854,2015S004647,Bike,YAMAHA,Black,14.0
67855,2015S009111,Car,PEUGEOT,White,2.0
67856,2015S007743,Car,NISSAN,Golden,17.0
67857,2015S005942,Car,CITROEN,Black,30.0
67859,2015S009254,Car,SKODA,White,8.0
67861,2015S008237,Bike,HONDA,Black,21.0
67862,2015S008495,Car,FORD,Black,11.0
67863,2015S008495,Car,MERCEDES,Black,39.0
67864,2015S006973,Car,SEAT,Black,8.0
67865,2015S004375,Car,FORD,Green,4.0
67867,2015S009900,Car,VOLKSWAGEN,Black,11.0
67869,2015S006827,Car,VOLKSWAGEN,Black,12.0
67870,2015S002344,Car,RENAULT,Black,10.0
67872,2015S008904,Bike,MBK,Yellow,2.0
67873,2015S000220,Bike,GILERA,Black,1.0
67874,2015S008235,Car,PEUGEOT,Grey,21.0
67875,2015S007832,Bike,KAWASAKI,Grey,24.0
67877,2015S005807,Car,VOLKSWAGEN,Grey,21.0
67879,2015S003436,Car,FORD,Blue,33.0
67880,2015S003391,Car,SEAT,Red,11.0
67881,2015S004659,Bike,PIAGGIO,Black,8.0
67882,2015S007423,Car,RENAULT,Red,27.0
67889,2015S006832,Bike,HONDA,Blue,13.0
67890,2015S007884,Bike,HONDA,White,1.0
67891,2015S004932,Bike,YAMAHA,Grey,31.0
67892,2015S002529,Bike,HONDA,Red,16.0
67893,2015S005088,Bike,PEUGEOT,White,22.0
67895,2015S007011,Bike,YAMAHA,Black,2.0
67896,2015S004395,Car,RENAULT,White,12.0
67897,2015S000531,Bike,HONDA,Red,28.0
67898,2015S009834,Car,SEAT,White,48.0
67900,2015S000395,Bike,SUZUKI,Grey,32.0
67901,2015S002088,Bike,KYMCO,White,15.0
67902,2015S008179,Bike,SUZUKI,Black,22.0
67904,2015S008544,Bike,YAMAHA,Orange,31.0
67905,2015S006090,Bike,HONDA,Black,9.0
67906,2015S005786,Bike,YAMAHA,Grey,13.0
67907,2015S004681,Bike,YAMAHA,Blue,9.0
67909,2015S003607,Car,AUDI,White,39.0
67910,2015S000750,Bike,HONDA,Black,24.0
67912,2015S007965,Bike,HONDA,Black,1.0
67913,2015S006426,Bike,PEUGEOT,White,2.0
67914,2015S000035,Car,OPEL,Grey,28.0
67916,2015S005287,Car,OPEL,White,19.0
67918,2015S004702,Bike,SUZUKI,Red,31.0
67919,2015S006612,Bike,SUZUKI,White,8.0
67921,2015S001831,Car,SUZUKI,White,32.0
67923,2015S002005,Car,BMW,Black,26.0
67925,2015S007010,Bike,SYM,Blue,9.0
67926,2015S000961,Bike,RIEJU,Black,4.0
67927,2015S003784,Car,NISSAN,Grey,7.0
67928,2015S002752,Bike,HONDA,Grey,23.0
67929,2015S004782,Car,FORD,Grey,1.0
67930,2015S009127,Bike,HONDA,Black,11.0
67931,2015S007341,Bike,PEUGEOT,White,4.0
67936,2015S005233,Bike,DERBI,Blue,7.0
67937,2015S008607,Car,RENAULT,Black,4.0
67939,2015S001267,Car,AUDI,White,34.0
67940,2015S007370,Car,BMW,Black,20.0
67941,2015S002609,Car,AUDI,Grey,54.0
67945,2015S005738,Car,SEAT,Black,7.0
67946,2015S001978,Bike,PIAGGIO,Grey,29.0
67949,2015S005422,Car,FIAT,Red,31.0
67950,2015S000690,Car,HONDA,Black,24.0
67952,2015S003643,Bike,SUZUKI,Black,28.0
67954,2015S004573,Car,RENAULT,Blue,29.0
67956,2015S004474,Car,RENAULT,Black,35.0
67957,2015S009263,Bike,HONDA,Black,41.0
67958,2015S008603,Bike,HONDA,Black,3.0
67959,2015S006720,Car,OPEL,Grey,31.0
67960,2015S001352,Bike,SYM,Black,11.0
67961,2015S000802,Car,SEAT,White,48.0
67962,2015S003211,Car,PEUGEOT,Black,5.0
67963,2015S004985,Bike,YAMAHA,Blue,8.0
67964,2015S004985,Bike,KYMCO,Black,6.0
67966,2015S000073,Bike,HARLEYDAVIDSON,Orange,12.0
67968,2015S003308,Car,BMW,Blue,14.0
67969,2015S009507,Car,SSANGYONG,White,20.0
67970,2015S009507,Car,CITROEN,Grey,1.0
67971,2015S004609,Car,CITROEN,Grey,28.0
67973,2015S007821,Car,JEEP,Green,1.0
67974,2015S006529,Car,FORD,Black,5.0
67975,2015S007509,Car,AUDI,Black,28.0
67976,2015S001313,Bike,HARLEYDAVIDSON,Blue,15.0
67977,2015S005685,Car,SEAT,Grey,8.0
67978,2015S000940,Car,SEAT,Black,7.0
67980,2015S005842,Bike,HONDA,Black,21.0
67981,2015S000349,Car,RENAULT,Grey,54.0
67982,2015S004030,Bike,HONDA,Black,25.0
67985,2015S002268,Car,SMART,Black,40.0
67986,2015S009489,Bike,KYMCO,Grey,6.0
67987,2015S007163,Bike,YAMAHA,Black,2.0
67988,2015S004383,Car,CHEVROLET,Grey,12.0
67989,2015S004383,Bike,SUZUKI,White,9.0
67991,2015S003184,Car,TOYOTA,Black,29.0
67993,2015S001449,Car,AUDI,Black,22.0
67994,2015S002886,Car,BMW,Red,9.0
67997,2015S003628,Car,RENAULT,Black,18.0
67999,2015S009349,Bike,HONDA,White,29.0
68000,2015S003644,Bike,DAELIM,Black,7.0
68002,2015S007770,Car,HYUNDAI,White,23.0
68003,2015S005061,Bike,BMW,Black,32.0
68004,2015S001080,Bike,SUZUKI,Grey,7.0
68005,2015S006918,Car,MERCEDES,Grey,30.0
68006,2015S009534,Bike,SUZUKI,Black,17.0
68008,2015S007110,Car,CITROEN,Grey,1.0
68009,2015S008287,Car,HYUNDAI,Black,6.0
68010,2015S001888,Car,VOLKSWAGEN,White,28.0
68012,2015S009463,Bike,HONDA,Grey,13.0
68013,2015S005148,Car,CITROEN,Grey,19.0
68015,2015S009057,Car,OPEL,Grey,38.0
68016,2015S003510,Bike,HONDA,Black,28.0
68017,2015S003510,Bike,HONDA,Grey,48.0
68018,2015S008768,Bike,TRIUMPH,White,3.0
68021,2015S009740,Car,FIAT,White,18.0
68022,2015S000867,Car,SEAT,Black,10.0
68023,2015S005634,Bike,VESPA,White,5.0
68025,2015S006844,Bike,HONDA,Blue,33.0
68028,2015S002096,Bike,HONDA,Black,11.0
68030,2015S001057,Bike,PIAGGIO,Black,29.0
68031,2015S004966,Bike,SUZUKI,Grey,11.0
68032,2015S009308,Bike,KTM,Orange,1.0
68034,2015S008705,Car,DAEWOO,Grey,3.0
68035,2015S003454,Car,VOLKSWAGEN,Black,23.0
68036,2015S003996,Car,SEAT,Grey,16.0
68037,2015S004230,Car,TOYOTA,Grey,49.0
68038,2015S009040,Car,PEUGEOT,Blue,1.0
68039,2015S007020,Car,RENAULT,Blue,11.0
68040,2015S003840,Bike,HONDA,White,4.0
68042,2015S008427,Car,AUDI,Grey,5.0
68047,2015S005374,Bike,HONDA,Grey,36.0
68048,2015S002076,Car,VOLKSWAGEN,Black,15.0
68051,2015S009312,Car,MERCEDES,Black,2.0
68052,2015S003240,Bike,YAMAHA,White,10.0
68053,2015S004277,Bike,HYOSUNG,Red,7.0
68054,2015S006155,Bike,YAMAHA,Black,8.0
68055,2015S008369,Bike,HONDA,White,16.0
68057,2015S005930,Car,AUDI,White,10.0
68059,2015S009749,Car,BMW,Grey,20.0
68060,2015S003799,Car,MAZDA,Grey,45.0
68061,2015S009474,Car,RENAULT,Black,11.0
68062,2015S000550,Bike,KYMCO,White,8.0
68063,2015S009670,Car,AUDI,Grey,12.0
68064,2015S009819,Car,TOYOTA,Grey,29.0
68068,2015S005376,Car,TOYOTA,Black,48.0
68069,2015S009321,Car,CITROEN,Black,18.0
68070,2015S006999,Car,VOLKSWAGEN,Grey,32.0
68071,2015S001704,Bike,HONDA,Black,23.0
68072,2015S004422,Bike,HONDA,Black,18.0
68073,2015S002681,Car,SEAT,Red,27.0
68076,2015S005686,Bike,HARLEYDAVIDSON,Black,6.0
68077,2015S007732,Bike,YAMAHA,Blue,4.0
68078,2015S008168,Car,MERCEDES,Black,16.0
68079,2015S003793,Car,PEUGEOT,Grey,33.0
68080,2015S006142,Car,SMART,White,13.0
68081,2015S002507,Car,TOYOTA,White,38.0
68082,2015S003997,Bike,HONDA,Black,14.0
68083,2015S004303,Car,SEAT,Grey,14.0
68086,2015S001306,Bike,SUZUKI,Blue,24.0
68089,2015S003115,Bike,SUZUKI,Black,19.0
68090,2015S002933,Car,SEAT,Black,10.0
68091,2015S005220,Car,LANDROVER,White,4.0
68092,2015S008044,Car,SKODA,Grey,13.0
68093,2015S002471,Car,VOLKSWAGEN,Black,7.0
68094,2015S000244,Car,RENAULT,White,55.0
68095,2015S000244,Bike,DUCATI,Black,22.0
68096,2015S010006,Car,SUZUKI,White,7.0
68097,2015S006335,Car,PEUGEOT,Red,12.0
68098,2015S007993,Bike,KYMCO,White,33.0
68099,2015S009728,Bike,HONDA,Grey,15.0
68102,2015S006353,Car,CITROEN,Green,6.0
68104,2015S009070,Bike,SYM,Black,13.0
68105,2015S000366,Car,CITROEN,Blue,31.0
68107,2015S007547,Car,HONDA,Grey,21.0
68108,2015S002432,Bike,HONDA,Red,2.0
68109,2015S000974,Car,CITROEN,Grey,34.0
68111,2015S004563,Car,CITROEN,Grey,12.0
68112,2015S004939,Bike,YAMAHA,Blue,1.0
68114,2015S005161,Car,CITROEN,Grey,9.0
68115,2015S006520,Car,MERCEDES,Grey,40.0
68116,2015S005449,Bike,SYM,Grey,34.0
68117,2015S004444,Car,OPEL,Grey,21.0
68118,2015S009046,Bike,YAMAHA,Black,4.0
68119,2015S007260,Bike,KYMCO,Grey,43.0
68121,2015S000201,Bike,APRILIA,Grey,5.0
68123,2015S005628,Car,NISSAN,Red,4.0
68125,2015S006126,Car,FIAT,White,26.0
68127,2015S000960,Bike,HONDA,Grey,4.0
68128,2015S000297,Car,VOLVO,Black,27.0
68129,2015S009368,Car,FORD,Red,33.0
68130,2015S009574,Car,TOYOTA,White,8.0
68131,2015S003354,Car,FORD,Grey,26.0
68132,2015S007457,Bike,HONDA,Black,25.0
68136,2015S009487,Car,MITSUBISHI,Black,16.0
68137,2015S005421,Car,OPEL,White,21.0
68139,2015S008593,Bike,HONDA,Grey,22.0
68140,2015S004386,Car,HYUNDAI,Red,38.0
68141,2015S002850,Bike,YAMAHA,Black,22.0
68143,2015S003154,Bike,SUZUKI,Brown,15.0
68144,2015S000733,Car,SEAT,Black,13.0
68145,2015S001478,Bike,KYMCO,Black,18.0
68148,2015S005702,Car,PEUGEOT,Grey,36.0
68149,2015S003991,Bike,HONDA,Grey,28.0
68153,2015S006384,Bike,HONDA,Blue,11.0
68154,2015S006339,Bike,KYMCO,Black,30.0
68155,2015S002141,Bike,APRILIA,White,11.0
68161,2015S005639,Car,MERCEDES,Blue,4.0
68162,2015S001571,Car,PEUGEOT,Blue,6.0
68165,2015S009946,Bike,HONDA,Grey,3.0
68166,2015S004933,Car,RENAULT,Blue,9.0
68167,2015S003453,Bike,YAMAHA,Yellow,8.0
68168,2015S003276,Bike,YAMAHA,Grey,16.0
68170,2015S001647,Car,SEAT,Grey,10.0
68171,2015S007181,Car,MAZDA,Red,2.0
68173,2015S002576,Bike,HONDA,White,27.0
68174,2015S005032,Bike,HONDA,Grey,8.0
68175,2015S005282,Bike,HONDA,Black,8.0
68179,2015S009281,Car,PEUGEOT,White,1.0
68182,2015S006546,Bike,HONDA,Grey,10.0
68184,2015S007872,Bike,HONDA,Grey,26.0
68187,2015S008032,Bike,PEUGEOT,White,6.0
68193,2015S002758,Bike,HONDA,Red,7.0
68199,2015S004039,Bike,KTM,Black,8.0
68202,2015S001701,Bike,HONDA,Grey,4.0
68203,2015S003081,Car,MERCEDES,Black,46.0
68204,2015S009589,Bike,SUZUKI,Grey,19.0
68205,2015S002922,Car,VOLKSWAGEN,Black,13.0
68207,2015S001947,Car,AUDI,Black,7.0
68211,2015S001372,Bike,HARLEYDAVIDSON,Orange,1.0
68212,2015S003855,Bike,SYM,Black,25.0
68214,2015S006885,Car,MERCEDES,Grey,17.0
68216,2015S004360,Car,FIAT,Red,15.0
68218,2015S002887,Car,CITROEN,Grey,10.0
68219,2015S009839,Bike,HONDA,Black,13.0
68220,2015S008167,Bike,YAMAHA,Orange,9.0
68221,2015S009322,Car,PEUGEOT,Black,16.0
68224,2015S007561,Bike,YAMAHA,Grey,20.0
68229,2015S000965,Car,SEAT,Black,5.0
68230,2015S003538,Bike,HONDA,White,5.0
68233,2015S006092,Car,PEUGEOT,Red,18.0
68235,2015S008012,Bike,PIAGGIO,White,22.0
68236,2015S004519,Car,JEEP,Blue,35.0
68237,2015S001036,Bike,PIAGGIO,Grey,3.0
68238,2015S009225,Bike,BMW,Grey,32.0
68240,2015S009419,Bike,PIAGGIO,Black,18.0
68241,2015S008996,Bike,HONDA,Grey,28.0
68242,2015S000693,Bike,BMW,Grey,20.0
