,Numero_expedient,Vehicle_type,Gender,Age,People_type
922,2018S000810    ,Bike,Man,36,Driver
923,2018S000811    ,Bike,Man,34,Driver
925,2018S000813    ,Bike,Woman,52,Driver
926,2018S000815    ,Bike,Man,28,Driver
928,2018S000816    ,Bike,Man,42,Driver
930,2018S000818    ,Bike,Woman,24,Driver
932,2018S000819    ,Bike,Man,41,Driver
934,2018S000820    ,Car,Man,42,Driver
936,2018S000822    ,Bike,Man,39,Driver
938,2018S000824    ,Bike,Man,41,Driver
939,2018S000825    ,Bike,Man,48,Driver
941,2018S000827    ,Bike,Woman,22,Driver
942,2018S000827    ,Bike,Man,45,Driver
943,2018S000828    ,Bike,Man,26,Driver
944,2018S000829    ,Bike,Man,49,Driver
946,2018S000831    ,Bike,Man,44,Driver
948,2018S000832    ,Bike,Man,42,Driver
950,2018S000834    ,Bike,Man,46,Driver
952,2018S000836    ,Bike,Woman,29,Driver
953,2018S000837    ,Bike,Woman,32,Driver
960,2018S000841    ,Bike,Woman,25,Driver
961,2018S000842    ,Bike,Woman,42,Driver
962,2018S000843    ,Bike,Man,19,Driver
963,2018S000844    ,Car,Woman,27,Driver
974,2018S000846    ,Bike,Man,44,Driver
976,2018S000848    ,Bike,Woman,24,Driver
981,2018S000851    ,Bike,Man,54,Driver
982,2018S000852    ,Bike,Woman,52,Driver
984,2018S000853    ,Bike,Woman,28,Driver
986,2018S000855    ,Bike,Man,34,Driver
987,2018S000855    ,Bike,Man,49,Driver
989,2018S000857    ,Bike,Woman,28,Driver
990,2018S000858    ,Bike,Woman,59,Driver
992,2018S000859    ,Bike,Man,29,Driver
993,2018S000860    ,Car,Man,34,Driver
994,2018S000861    ,Bike,Man,45,Driver
995,2018S000862    ,Bike,Woman,23,Driver
998,2018S000864    ,Car,Man,29,Driver
1002,2018S000867    ,Car,Man,30,Driver
1004,2018S000869    ,Bike,Woman,43,Driver
1006,2018S000871    ,Bike,Woman,42,Driver
1007,2018S000872    ,Bike,Woman,36,Driver
1009,2018S000873    ,Car,Man,25,Driver
1010,2018S000874    ,Bike,Man,60,Driver
1011,2018S000875    ,Bike,Man,29,Driver
1012,2018S000876    ,Bike,Woman,46,Driver
1013,2018S000877    ,Bike,Man,39,Driver
1014,2018S000878    ,Bike,Woman,29,Driver
1016,2018S000879    ,Car,Man,29,Driver
1018,2018S000880    ,Car,Man,38,Driver
1019,2018S000881    ,Car,Man,30,Driver
1020,2018S000881    ,Car,Man,52,Driver
1021,2018S000883    ,Car,Woman,34,Driver
1022,2018S000883    ,Car,Woman,47,Driver
1023,2018S000884    ,Bike,Man,41,Driver
1024,2018S000885    ,Bike,Woman,36,Driver
1026,2018S000887    ,Bike,Man,34,Driver
1027,2018S000888    ,Bike,Woman,35,Driver
1029,2018S000891    ,Bike,Man,25,Driver
1031,2018S000893    ,Bike,Man,52,Driver
1032,2018S000895    ,Bike,Man,25,Driver
1033,2018S000896    ,Bike,Man,37,Driver
1034,2018S000897    ,Bike,Woman,33,Driver
1035,2018S000898    ,Bike,Man,36,Driver
1037,2018S000900    ,Bike,Woman,26,Driver
1039,2018S000902    ,Bike,Man,27,Driver
1040,2018S000903    ,Bike,Woman,55,Driver
1041,2018S000904    ,Bike,Man,56,Driver
1044,2018S000905    ,Bike,Woman,23,Driver
1046,2018S000908    ,Bike,Man,41,Driver
1047,2018S000909    ,Bike,Man,25,Driver
1049,2018S000911    ,Bike,Man,27,Driver
1050,2018S000912    ,Bike,Man,19,Driver
1052,2018S000914    ,Bike,Man,31,Driver
1055,2018S000917    ,Bike,Man,62,Driver
1056,2018S000918    ,Car,Woman,19,Driver
1057,2018S000919    ,Bike,Man,49,Driver
1060,2018S000921    ,Car,Man,38,Driver
1061,2018S000923    ,Bike,Man,31,Driver
1062,2018S000924    ,Bike,Woman,27,Driver
1066,2018S000926    ,Bike,Man,44,Driver
1067,2018S000927    ,Bike,Man,20,Driver
1068,2018S000928    ,Car,Woman,27,Driver
1069,2018S000928    ,Car,Man,20,Driver
1070,2018S000929    ,Bike,Man,67,Driver
1073,2018S000932    ,Car,Man,39,Driver
1075,2018S000933    ,Car,Man,41,Driver
1076,2018S000934    ,Bike,Man,21,Driver
1079,2018S000937    ,Car,Woman,43,Driver
1081,2018S000939    ,Car,Man,73,Driver
1084,2018S000942    ,Bike,Man,26,Driver
1090,2018S000946    ,Bike,Man,28,Driver
1092,2018S000948    ,Car,Woman,43,Driver
1093,2018S000948    ,Car,Man,51,Driver
1094,2018S000950    ,Bike,Man,27,Driver
1095,2018S000951    ,Car,Man,52,Driver
1096,2018S000953    ,Bike,Man,33,Driver
1097,2018S000955    ,Car,Man,66,Driver
1098,2018S000956    ,Car,Woman,42,Driver
1099,2018S000956    ,Car,Man,30,Driver
1101,2018S000958    ,Bike,Woman,38,Driver
1102,2018S000959    ,Bike,Woman,37,Driver
1103,2018S000960    ,Bike,Woman,43,Driver
1105,2018S000962    ,Bike,Man,28,Driver
1106,2018S000963    ,Bike,Man,35,Driver
1108,2018S000965    ,Bike,Woman,37,Driver
1109,2018S000966    ,Bike,Woman,22,Driver
1111,2018S000968    ,Car,Woman,53,Driver
1112,2018S000969    ,Bike,Man,33,Driver
1113,2018S000971    ,Bike,Woman,27,Driver
1114,2018S000972    ,Bike,Man,28,Driver
1115,2018S000972    ,Car,Woman,36,Driver
1116,2018S000972    ,Car,Man,43,Driver
1117,2018S000973    ,Bike,Woman,47,Driver
1120,2018S000976    ,Car,Woman,45,Driver
1121,2018S000976    ,Car,Man,26,Driver
1122,2018S000976    ,Car,Man,37,Driver
1125,2018S000978    ,Car,Man,22,Driver
1130,2018S000981    ,Bike,Man,58,Driver
1132,2018S000983    ,Bike,Man,45,Driver
1133,2018S000984    ,Bike,Man,26,Driver
1134,2018S000985    ,Bike,Man,53,Driver
1135,2018S000986    ,Bike,Woman,35,Driver
1137,2018S000988    ,Bike,Man,31,Driver
1138,2018S000989    ,Bike,Man,35,Driver
1140,2018S000990    ,Car,Woman,41,Driver
1141,2018S000990    ,Car,Man,48,Driver
1142,2018S000991    ,Bike,Woman,51,Driver
1143,2018S000992    ,Bike,Woman,33,Driver
1144,2018S000993    ,Bike,Man,27,Driver
1146,2018S000995    ,Bike,Woman,38,Driver
1147,2018S000996    ,Bike,Man,19,Driver
1150,2018S000998    ,Car,Man,43,Driver
1151,2018S000999    ,Bike,Man,33,Driver
1152,2018S001000    ,Bike,Man,19,Driver
1153,2018S001002    ,Bike,Woman,43,Driver
1154,2018S001003    ,Bike,Man,40,Driver
1160,2018S001006    ,Bike,Woman,33,Driver
1162,2018S001008    ,Bike,Man,31,Driver
1163,2018S001009    ,Bike,Man,36,Driver
1165,2018S001012    ,Bike,Man,46,Driver
1166,2018S001013    ,Bike,Man,58,Driver
1167,2018S001014    ,Bike,Man,39,Driver
1170,2018S001015    ,Bike,Man,30,Driver
1171,2018S001016    ,Bike,Woman,33,Driver
1175,2018S001021    ,Car,Man,29,Driver
1177,2018S001022    ,Bike,Woman,23,Driver
1179,2018S001023    ,Bike,Man,50,Driver
1180,2018S001024    ,Bike,Man,34,Driver
1181,2018S001025    ,Bike,Man,19,Driver
1183,2018S001027    ,Bike,Woman,20,Driver
1184,2018S001028    ,Bike,Man,31,Driver
1185,2018S001028    ,Car,Man,18,Driver
1186,2018S001029    ,Bike,Man,43,Driver
1187,2018S001030    ,Bike,Woman,50,Driver
1188,2018S001031    ,Bike,Man,29,Driver
1190,2018S001033    ,Bike,Woman,22,Driver
1192,2018S001035    ,Bike,Man,40,Driver
1193,2018S001036    ,Bike,Man,28,Driver
1194,2018S001037    ,Car,Man,31,Driver
1195,2018S001038    ,Bike,Man,30,Driver
1196,2018S001039    ,Bike,Man,25,Driver
1198,2018S001040    ,Bike,Man,21,Driver
1199,2018S001041    ,Bike,Man,46,Driver
1200,2018S001042    ,Bike,Man,28,Driver
1201,2018S001044    ,Bike,Man,31,Driver
1202,2018S001045    ,Bike,Man,34,Driver
1203,2018S001046    ,Bike,Woman,51,Driver
1204,2018S001047    ,Bike,Man,41,Driver
1205,2018S001048    ,Bike,Man,55,Driver
1206,2018S001049    ,Bike,Woman,37,Driver
1207,2018S001050    ,Bike,Man,44,Driver
1210,2018S001053    ,Bike,Man,25,Driver
1211,2018S001054    ,Bike,Woman,59,Driver
1212,2018S001055    ,Car,Man,51,Driver
1215,2018S001058    ,Bike,Man,26,Driver
1217,2018S001059    ,Car,Man,20,Driver
1218,2018S001060    ,Bike,Woman,30,Driver
1220,2018S001062    ,Bike,Woman,29,Driver
1223,2018S001065    ,Bike,Man,42,Driver
1224,2018S001066    ,Bike,Man,22,Driver
1225,2018S001068    ,Bike,Woman,27,Driver
1226,2018S001069    ,Bike,Man,27,Driver
1229,2018S001071    ,Bike,Man,27,Driver
1230,2018S001072    ,Bike,Man,27,Driver
1231,2018S001073    ,Bike,Woman,43,Driver
1232,2018S001074    ,Car,Man,28,Driver
1233,2018S001075    ,Bike,Man,24,Driver
1235,2018S001077    ,Bike,Man,24,Driver
1236,2018S001078    ,Bike,Man,46,Driver
1237,2018S001079    ,Bike,Man,42,Driver
1239,2018S001079    ,Car,Woman,25,Driver
1242,2018S001080    ,Car,Woman,42,Driver
1243,2018S001081    ,Bike,Woman,57,Driver
1244,2018S001082    ,Bike,Woman,51,Driver
1245,2018S001083    ,Bike,Man,31,Driver
1246,2018S001084    ,Bike,Man,48,Driver
1249,2018S001087    ,Bike,Man,50,Driver
1253,2018S001090    ,Bike,Man,21,Driver
1256,2018S001093    ,Bike,Man,23,Driver
1257,2018S001094    ,Bike,Man,56,Driver
1259,2018S001097    ,Bike,Woman,22,Driver
1260,2018S001098    ,Bike,Man,37,Driver
1261,2018S001099    ,Bike,Woman,26,Driver
1263,2018S001100    ,Bike,Woman,32,Driver
1265,2018S001102    ,Bike,Man,69,Driver
1266,2018S001103    ,Bike,Man,51,Driver
1268,2018S001105    ,Car,Woman,34,Driver
1271,2018S001106    ,Bike,Man,44,Driver
1272,2018S001107    ,Bike,Man,46,Driver
1273,2018S001108    ,Bike,Man,33,Driver
1274,2018S001110    ,Bike,Man,24,Driver
1275,2018S001111    ,Bike,Man,38,Driver
1276,2018S001112    ,Bike,Man,35,Driver
1277,2018S001114    ,Bike,Man,36,Driver
1280,2018S001116    ,Bike,Man,31,Driver
1281,2018S001116    ,Bike,Man,40,Driver
1282,2018S001117    ,Bike,Man,52,Driver
1284,2018S001118    ,Bike,Woman,29,Driver
1286,2018S001119    ,Bike,Man,23,Driver
1287,2018S001119    ,Car,Man,23,Driver
1288,2018S001122    ,Bike,Man,51,Driver
1289,2018S001122    ,Car,Man,20,Driver
1290,2018S001122    ,Car,Man,41,Driver
1291,2018S001123    ,Bike,Woman,60,Driver
1293,2018S001124    ,Bike,Man,27,Driver
1294,2018S001124    ,Car,Woman,31,Driver
1296,2018S001125    ,Bike,Man,29,Driver
1297,2018S001126    ,Bike,Woman,28,Driver
1300,2018S001128    ,Car,Woman,45,Driver
1302,2018S001128    ,Car,Man,57,Driver
1303,2018S001129    ,Bike,Man,47,Driver
1304,2018S001130    ,Bike,Man,36,Driver
1306,2018S001132    ,Car,Woman,31,Driver
1308,2018S001133    ,Bike,Man,27,Driver
1309,2018S001134    ,Bike,Man,59,Driver
1311,2018S001135    ,Bike,Man,54,Driver
1312,2018S001136    ,Bike,Man,27,Driver
1313,2018S001136    ,Bike,Man,56,Driver
1315,2018S001138    ,Bike,Woman,28,Driver
1316,2018S001140    ,Bike,Woman,52,Driver
1318,2018S001141    ,Bike,Man,42,Driver
1319,2018S001142    ,Bike,Man,18,Driver
1320,2018S001143    ,Bike,Woman,36,Driver
1322,2018S001144    ,Bike,Man,46,Driver
1323,2018S001144    ,Bike,Man,64,Driver
1324,2018S001145    ,Bike,Man,41,Driver
1325,2018S001146    ,Bike,Man,21,Driver
1326,2018S001147    ,Bike,Woman,33,Driver
1329,2018S001149    ,Bike,Man,26,Driver
1330,2018S001150    ,Bike,Woman,51,Driver
1332,2018S001152    ,Bike,Man,18,Driver
1333,2018S001153    ,Bike,Woman,29,Driver
1336,2018S001155    ,Car,Woman,24,Driver
1337,2018S001155    ,Car,Woman,36,Driver
1338,2018S001155    ,Car,Man,32,Driver
1339,2018S001155    ,Car,Man,33,Driver
1340,2018S001156    ,Bike,Man,53,Driver
1344,2018S001161    ,Bike,Man,45,Driver
1345,2018S001162    ,Car,Woman,48,Driver
1347,2018S001164    ,Bike,Man,33,Driver
1348,2018S001165    ,Bike,Woman,44,Driver
1350,2018S001170    ,Car,Woman,24,Driver
1351,2018S001171    ,Bike,Man,40,Driver
1354,2018S001174    ,Car,Man,79,Driver
1355,2018S001175    ,Bike,Woman,27,Driver
1357,2018S001177    ,Bike,Woman,31,Driver
1358,2018S001178    ,Bike,Woman,27,Driver
1359,2018S001179    ,Bike,Man,39,Driver
1360,2018S001180    ,Car,Man,40,Driver
1361,2018S001181    ,Bike,Man,32,Driver
1362,2018S001182    ,Car,Man,36,Driver
1363,2018S001184    ,Car,Man,41,Driver
1364,2018S001185    ,Bike,Man,45,Driver
1365,2018S001186    ,Bike,Man,58,Driver
1367,2018S001187    ,Bike,Man,51,Driver
1368,2018S001188    ,Bike,Man,56,Driver
1373,2018S001192    ,Car,Man,50,Driver
1374,2018S001193    ,Car,Woman,49,Driver
1377,2018S001196    ,Bike,Woman,25,Driver
1378,2018S001197    ,Bike,Man,39,Driver
1379,2018S001198    ,Bike,Man,23,Driver
1380,2018S001199    ,Car,Man,22,Driver
1382,2018S001200    ,Car,Man,23,Driver
1384,2018S001201    ,Bike,Man,32,Driver
1386,2018S001202    ,Bike,Man,60,Driver
1387,2018S001203    ,Bike,Man,24,Driver
1388,2018S001204    ,Bike,Man,29,Driver
1389,2018S001205    ,Bike,Woman,26,Driver
1391,2018S001206    ,Bike,Man,36,Driver
1393,2018S001208    ,Bike,Man,59,Driver
1396,2018S001210    ,Bike,Man,55,Driver
1397,2018S001211    ,Bike,Woman,36,Driver
1398,2018S001212    ,Bike,Man,31,Driver
1399,2018S001213    ,Bike,Woman,35,Driver
1401,2018S001216    ,Bike,Man,52,Driver
1402,2018S001217    ,Bike,Woman,32,Driver
1404,2018S001220    ,Bike,Man,60,Driver
1405,2018S001222    ,Bike,Man,25,Driver
1406,2018S001223    ,Bike,Man,42,Driver
1408,2018S001225    ,Bike,Man,20,Driver
1410,2018S001227    ,Bike,Man,50,Driver
1411,2018S001228    ,Bike,Man,37,Driver
1412,2018S001229    ,Bike,Man,43,Driver
1413,2018S001230    ,Bike,Woman,40,Driver
1416,2018S001233    ,Bike,Man,50,Driver
1417,2018S001234    ,Bike,Woman,31,Driver
1418,2018S001235    ,Bike,Man,21,Driver
1419,2018S001235    ,Bike,Man,28,Driver
1421,2018S001237    ,Bike,Woman,62,Driver
1423,2018S001238    ,Bike,Man,53,Driver
1424,2018S001239    ,Bike,Woman,25,Driver
1425,2018S001239    ,Bike,Woman,29,Driver
1427,2018S001241    ,Bike,Woman,36,Driver
1428,2018S001241    ,Bike,Man,49,Driver
1429,2018S001242    ,Bike,Man,41,Driver
1430,2018S001243    ,Bike,Man,31,Driver
1431,2018S001244    ,Bike,Man,29,Driver
1432,2018S001245    ,Bike,Man,43,Driver
1433,2018S001246    ,Bike,Woman,39,Driver
1436,2018S001247    ,Car,Man,70,Driver
1437,2018S001248    ,Bike,Man,28,Driver
1439,2018S001250    ,Bike,Man,39,Driver
1440,2018S001251    ,Bike,Woman,45,Driver
1441,2018S001252    ,Bike,Man,35,Driver
1442,2018S001253    ,Bike,Woman,46,Driver
1443,2018S001253    ,Bike,Man,43,Driver
1445,2018S001254    ,Bike,Woman,62,Driver
1446,2018S001255    ,Bike,Man,33,Driver
1447,2018S001256    ,Bike,Woman,22,Driver
1448,2018S001256    ,Bike,Woman,37,Driver
1449,2018S001257    ,Bike,Woman,50,Driver
1454,2018S001260    ,Bike,Man,41,Driver
1455,2018S001261    ,Bike,Man,47,Driver
1456,2018S001262    ,Bike,Man,32,Driver
1457,2018S001263    ,Bike,Man,29,Driver
1460,2018S001266    ,Car,Man,37,Driver
1462,2018S001268    ,Bike,Man,23,Driver
1463,2018S001269    ,Bike,Man,54,Driver
1466,2018S001272    ,Bike,Man,63,Driver
1467,2018S001273    ,Bike,Man,39,Driver
1468,2018S001274    ,Bike,Woman,21,Driver
1469,2018S001275    ,Car,Woman,74,Driver
1470,2018S001276    ,Bike,Man,19,Driver
1472,2018S001277    ,Bike,Man,36,Driver
1473,2018S001278    ,Bike,Man,58,Driver
1474,2018S001279    ,Bike,Man,41,Driver
1475,2018S001280    ,Car,Woman,40,Driver
1482,2018S001285    ,Bike,Woman,37,Driver
1485,2018S001287    ,Car,Man,32,Driver
1487,2018S001288    ,Car,Woman,32,Driver
1488,2018S001289    ,Car,Man,37,Driver
1489,2018S001289    ,Car,Man,41,Driver
1490,2018S001290    ,Bike,Woman,20,Driver
1492,2018S001291    ,Bike,Man,22,Driver
1493,2018S001292    ,Bike,Man,33,Driver
1495,2018S001294    ,Bike,Man,31,Driver
1496,2018S001295    ,Bike,Woman,32,Driver
1497,2018S001296    ,Bike,Woman,65,Driver
1498,2018S001297    ,Bike,Woman,28,Driver
1499,2018S001298    ,Car,Man,34,Driver
1501,2018S001299    ,Car,Man,57,Driver
1503,2018S001301    ,Bike,Man,33,Driver
1505,2018S001302    ,Car,Man,31,Driver
1507,2018S001303    ,Bike,Woman,50,Driver
1508,2018S001304    ,Bike,Man,33,Driver
1509,2018S001305    ,Bike,Man,36,Driver
1510,2018S001306    ,Bike,Man,37,Driver
1514,2018S001307    ,Car,Man,34,Driver
1516,2018S001309    ,Bike,Man,30,Driver
1517,2018S001310    ,Bike,Woman,24,Driver
1518,2018S001311    ,Bike,Man,26,Driver
1519,2018S001312    ,Bike,Man,48,Driver
1520,2018S001313    ,Bike,Man,61,Driver
1522,2018S001315    ,Bike,Man,35,Driver
1523,2018S001316    ,Bike,Man,19,Driver
1525,2018S001318    ,Bike,Man,24,Driver
1530,2018S001322    ,Bike,Man,33,Driver
1531,2018S001323    ,Car,Woman,32,Driver
1533,2018S001324    ,Car,Man,44,Driver
1534,2018S001325    ,Bike,Woman,29,Driver
1537,2018S001327    ,Bike,Woman,27,Driver
1539,2018S001329    ,Bike,Man,30,Driver
1540,2018S001330    ,Bike,Man,29,Driver
1541,2018S001331    ,Bike,Man,28,Driver
1543,2018S001332    ,Car,Man,26,Driver
1545,2018S001334    ,Bike,Woman,32,Driver
1546,2018S001335    ,Bike,Man,39,Driver
1550,2018S001337    ,Car,Man,53,Driver
1552,2018S001337    ,Car,Woman,50,Driver
1553,2018S001338    ,Bike,Man,41,Driver
1554,2018S001339    ,Bike,Man,67,Driver
1556,2018S001341    ,Bike,Woman,30,Driver
1557,2018S001342    ,Bike,Woman,49,Driver
1558,2018S001343    ,Bike,Man,32,Driver
1559,2018S001344    ,Car,Woman,40,Driver
1560,2018S001344    ,Car,Man,38,Driver
1561,2018S001345    ,Bike,Man,31,Driver
1562,2018S001346    ,Bike,Woman,31,Driver
1566,2018S001350    ,Bike,Man,50,Driver
1568,2018S001352    ,Car,Woman,30,Driver
1570,2018S001354    ,Bike,Woman,29,Driver
1571,2018S001355    ,Bike,Man,29,Driver
1573,2018S001357    ,Bike,Woman,31,Driver
1574,2018S001358    ,Bike,Man,38,Driver
1575,2018S001359    ,Bike,Man,28,Driver
1576,2018S001360    ,Bike,Man,38,Driver
1577,2018S001361    ,Bike,Man,56,Driver
1579,2018S001362    ,Bike,Man,30,Driver
1580,2018S001363    ,Bike,Man,22,Driver
1581,2018S001364    ,Car,Woman,27,Driver
1582,2018S001365    ,Bike,Woman,53,Driver
1583,2018S001367    ,Bike,Man,53,Driver
1584,2018S001368    ,Bike,Man,62,Driver
1587,2018S001371    ,Bike,Man,36,Driver
1589,2018S001373    ,Bike,Man,39,Driver
1591,2018S001376    ,Bike,Man,20,Driver
1592,2018S001376    ,Bike,Man,40,Driver
1594,2018S001377    ,Bike,Man,56,Driver
1595,2018S001378    ,Bike,Man,53,Driver
1597,2018S001380    ,Bike,Woman,49,Driver
1598,2018S001381    ,Bike,Woman,31,Driver
1599,2018S001382    ,Bike,Woman,42,Driver
1602,2018S001384    ,Bike,Man,20,Driver
1606,2018S001388    ,Bike,Man,46,Driver
1607,2018S001389    ,Bike,Man,31,Driver
1609,2018S001392    ,Bike,Man,40,Driver
1610,2018S001393    ,Bike,Man,34,Driver
1611,2018S001394    ,Bike,Man,23,Driver
1612,2018S001395    ,Bike,Woman,38,Driver
1613,2018S001396    ,Bike,Man,21,Driver
1615,2018S001398    ,Bike,Man,51,Driver
1616,2018S001400    ,Bike,Woman,64,Driver
1617,2018S001401    ,Bike,Man,36,Driver
1621,2018S001404    ,Car,Woman,23,Driver
1623,2018S001405    ,Bike,Man,38,Driver
1624,2018S001406    ,Bike,Man,52,Driver
1625,2018S001407    ,Bike,Man,29,Driver
1626,2018S001408    ,Car,Man,54,Driver
1627,2018S001409    ,Bike,Man,44,Driver
1629,2018S001411    ,Bike,Woman,25,Driver
1630,2018S001412    ,Bike,Woman,44,Driver
1631,2018S001413    ,Bike,Man,70,Driver
1632,2018S001415    ,Car,Woman,31,Driver
1635,2018S001416    ,Bike,Man,24,Driver
1637,2018S001418    ,Bike,Man,29,Driver
1640,2018S001422    ,Car,Woman,23,Driver
1641,2018S001424    ,Bike,Man,47,Driver
1642,2018S001425    ,Bike,Man,60,Driver
1643,2018S001426    ,Bike,Woman,23,Driver
1644,2018S001427    ,Bike,Man,43,Driver
1645,2018S001428    ,Bike,Man,28,Driver
1646,2018S001429    ,Bike,Man,51,Driver
1648,2018S001431    ,Bike,Woman,54,Driver
1649,2018S001432    ,Bike,Man,45,Driver
1650,2018S001433    ,Bike,Woman,50,Driver
1653,2018S001436    ,Bike,Man,50,Driver
1656,2018S001438    ,Bike,Man,25,Driver
1658,2018S001441    ,Bike,Man,38,Driver
1659,2018S001441    ,Bike,Man,39,Driver
1660,2018S001442    ,Bike,Man,43,Driver
1661,2018S001443    ,Bike,Man,62,Driver
1662,2018S001444    ,Bike,Woman,37,Driver
1663,2018S001445    ,Bike,Man,46,Driver
1667,2018S001450    ,Bike,Man,33,Driver
1668,2018S001450    ,Bike,Man,41,Driver
1669,2018S001451    ,Bike,Woman,37,Driver
1670,2018S001452    ,Bike,Woman,42,Driver
1671,2018S001453    ,Bike,Man,51,Driver
1672,2018S001454    ,Car,Man,46,Driver
1673,2018S001454    ,Car,Man,61,Driver
1674,2018S001455    ,Bike,Man,39,Driver
1676,2018S001457    ,Bike,Man,37,Driver
1677,2018S001458    ,Bike,Man,25,Driver
1680,2018S001459    ,Car,Man,33,Driver
1681,2018S001460    ,Bike,Man,61,Driver
1682,2018S001461    ,Bike,Man,22,Driver
1683,2018S001462    ,Bike,Man,24,Driver
1689,2018S001468    ,Bike,Man,66,Driver
1690,2018S001469    ,Bike,Man,63,Driver
1691,2018S001470    ,Bike,Man,47,Driver
1692,2018S001471    ,Bike,Man,42,Driver
1693,2018S001473    ,Bike,Man,27,Driver
1695,2018S001475    ,Car,Man,55,Driver
1696,2018S001476    ,Bike,Woman,33,Driver
1698,2018S001478    ,Bike,Man,46,Driver
1699,2018S001479    ,Bike,Woman,36,Driver
1700,2018S001479    ,Bike,Man,53,Driver
1701,2018S001481    ,Bike,Man,38,Driver
1702,2018S001482    ,Bike,Man,38,Driver
1703,2018S001483    ,Bike,Man,22,Driver
1704,2018S001484    ,Bike,Man,52,Driver
1705,2018S001485    ,Bike,Man,21,Driver
1707,2018S001487    ,Bike,Man,23,Driver
1708,2018S001488    ,Bike,Woman,26,Driver
1710,2018S001489    ,Bike,Man,65,Driver
1712,2018S001491    ,Car,Woman,31,Driver
1714,2018S001493    ,Car,Woman,30,Driver
1715,2018S001494    ,Bike,Man,36,Driver
1716,2018S001495    ,Bike,Man,38,Driver
1717,2018S001497    ,Bike,Man,33,Driver
1722,2018S001501    ,Bike,Man,28,Driver
1723,2018S001502    ,Bike,Man,26,Driver
1724,2018S001503    ,Car,Man,79,Driver
1725,2018S001504    ,Car,Man,22,Driver
1726,2018S001505    ,Car,Woman,39,Driver
1727,2018S001506    ,Car,Man,40,Driver
1728,2018S001507    ,Bike,Man,23,Driver
1732,2018S001510    ,Bike,Man,39,Driver
1733,2018S001511    ,Bike,Man,20,Driver
1734,2018S001511    ,Bike,Man,25,Driver
1735,2018S001512    ,Bike,Woman,22,Driver
1737,2018S001513    ,Bike,Man,26,Driver
1738,2018S001513    ,Bike,Man,47,Driver
1739,2018S001514    ,Bike,Man,24,Driver
1741,2018S001517    ,Bike,Man,28,Driver
1744,2018S001519    ,Car,Man,47,Driver
1747,2018S001522    ,Bike,Man,31,Driver
1748,2018S001523    ,Bike,Woman,25,Driver
1749,2018S001524    ,Bike,Man,29,Driver
1751,2018S001525    ,Car,Man,20,Driver
1753,2018S001527    ,Bike,Man,40,Driver
1758,2018S001529    ,Bike,Man,28,Driver
1759,2018S001531    ,Bike,Man,22,Driver
1762,2018S001532    ,Car,Man,33,Driver
1763,2018S001533    ,Bike,Man,51,Driver
1765,2018S001535    ,Bike,Man,47,Driver
1766,2018S001536    ,Bike,Man,35,Driver
